0.000000	1.000000	2.000000	4.000000	6.666667	10.000000	14.000000	18.666667	24.000000	27.000000	30.000000
2.000000	3.000000	4.000000	5.666667	8.000000	11.000000	14.666667	19.000000	24.000000	27.000000	30.000000
4.000000	5.000000	6.000000	7.333333	9.333333	12.000000	15.333333	19.333333	24.000000	27.000000	30.000000
6.000000	7.000000	8.000000	9.000000	10.666667	13.000000	16.000000	19.666667	24.000000	27.000000	30.000000
8.000000	9.000000	10.000000	10.600000	12.000000	14.000000	16.666667	20.000000	24.000000	27.000000	30.000000
10.000000	11.000000	12.000000	12.000000	13.200000	15.000000	17.333333	20.333333	24.000000	27.000000	30.000000
17.333333	17.888889	18.444444	16.826087	16.857143	17.787879	19.263158	21.368421	24.000000	26.441860	29.000000
24.666667	24.904762	25.142857	22.230769	21.225806	21.333333	22.146341	23.434783	25.391304	27.313725	29.428571
32.000000	32.000000	32.000000	28.034483	26.117647	25.461538	25.636364	26.387755	27.555556	29.033898	30.750000
36.000000	36.000000	36.000000	32.351351	30.285714	29.297872	29.076923	29.421053	30.193548	31.298507	32.666667
40.000000	40.000000	40.000000	36.555556	34.400000	33.181818	32.666667	32.692308	33.142857	33.933333	35.000000
